title,imdb_link
Good Neighbor Sam,https://www.imdb.com//title/tt0058153/
This Is My Life,https://www.imdb.com//title/tt0105577/
The Fan,https://www.imdb.com//title/tt0082361/
Klovn the Final,https://www.imdb.com//title/tt10927554/
The Myth of the American Sleepover,https://www.imdb.com//title/tt1174042/
The Secret of the Grain,https://www.imdb.com//title/tt0487419/
Repli-Kate,https://www.imdb.com//title/tt0260320/
Atkan Chatkan,https://www.imdb.com//title/tt12969078/
The Trigger Effect,https://www.imdb.com//title/tt0117965/
The Wild Thornberrys,https://www.imdb.com//title/tt0282120/
Unforgiven,https://www.imdb.com//title/tt2347134/
1911,https://www.imdb.com//title/tt1772230/
Hide and Go Shriek,https://www.imdb.com//title/tt0095299/
Tales of Terror,https://www.imdb.com//title/tt0056552/
Katyn,https://www.imdb.com//title/tt0879843/
Girls Against Boys,https://www.imdb.com//title/tt2036376/
The Vault of Horror,https://www.imdb.com//title/tt0070868/
Take Off,https://www.imdb.com//title/tt6315524/
Pulse,https://www.imdb.com//title/tt0095924/
"Kiki, Love to Love",https://www.imdb.com//title/tt4922692/
Mitron,https://www.imdb.com//title/tt8852558/
Girls! Girls! Girls!,https://www.imdb.com//title/tt0056023/
Redline,https://www.imdb.com//title/tt0780595/
Lady in Cement,https://www.imdb.com//title/tt0063210/
Room for One More,https://www.imdb.com//title/tt0045102/
The Boy Friend,https://www.imdb.com//title/tt0066858/
Man-Thing,https://www.imdb.com//title/tt0290747/
The Red Thread,https://www.imdb.com//title/tt5271772/
Z.P.G.,https://www.imdb.com//title/tt0069530/
Hitman,https://www.imdb.com//title/tt0163818/
Night Passage,https://www.imdb.com//title/tt0050763/
A Room for Romeo Brass,https://www.imdb.com//title/tt0202559/
The Infidel,https://www.imdb.com//title/tt1424003/
Bathory: Countess of Blood,https://www.imdb.com//title/tt0469640/
Zombie 3,https://www.imdb.com//title/tt0096511/
They Died with Their Boots On,https://www.imdb.com//title/tt0034277/
Rapa Nui,https://www.imdb.com//title/tt0110944/
Smile,https://www.imdb.com//title/tt0073722/
Jewtopia,https://www.imdb.com//title/tt0878814/
Tale of the Mummy,https://www.imdb.com//title/tt0127919/
Miami Bici,https://www.imdb.com//title/tt10993566/
Sinners and Saints,https://www.imdb.com//title/tt1130969/
Helen,https://www.imdb.com//title/tt10735202/
Gulaal,https://www.imdb.com//title/tt1261047/
Yu-Gi-Oh!: The Dark Side of Dimensions,https://www.imdb.com//title/tt4273562/
The Education of Charlie Banks,https://www.imdb.com//title/tt0783515/
Twin Dragons,https://www.imdb.com//title/tt0105399/
Bitter Rice,https://www.imdb.com//title/tt0040737/
Skins,https://www.imdb.com//title/tt0284494/
Sorority House Massacre II,https://www.imdb.com//title/tt0100663/
Horse Feathers,https://www.imdb.com//title/tt0023027/
Madhouse,https://www.imdb.com//title/tt0100087/
Nobody Walks,https://www.imdb.com//title/tt1907731/
The Hiding Place,https://www.imdb.com//title/tt0073109/
Kissed,https://www.imdb.com//title/tt0116783/
House Party 3,https://www.imdb.com//title/tt0110064/
Aligarh,https://www.imdb.com//title/tt5121000/
The Hunting Party,https://www.imdb.com//title/tt0067224/
Wonder Man,https://www.imdb.com//title/tt0038260/
The Dorm That Dripped Blood,https://www.imdb.com//title/tt0082279/
The Kid & I,https://www.imdb.com//title/tt0416891/
Soldiers of Fortune,https://www.imdb.com//title/tt1678051/
The Betsy,https://www.imdb.com//title/tt0077228/
The Grim Reaper,https://www.imdb.com//title/tt0055858/
The Witch in the Window,https://www.imdb.com//title/tt5936492/
Hotell,https://www.imdb.com//title/tt2363178/
Run the Race,https://www.imdb.com//title/tt3201736/
Turks in Space,https://www.imdb.com//title/tt0808240/
U Turn,https://www.imdb.com//title/tt5377564/
The Broken,https://www.imdb.com//title/tt0906734/
Mountains of the Moon,https://www.imdb.com//title/tt0100196/
3some,https://www.imdb.com//title/tt1188985/
From Within,https://www.imdb.com//title/tt1063056/
No Way to Treat a Lady,https://www.imdb.com//title/tt0063356/
The Underneath,https://www.imdb.com//title/tt0114788/
Twenty Bucks,https://www.imdb.com//title/tt0108410/
Above Suspicion,https://www.imdb.com//title/tt0035605/
Happily Ever After,https://www.imdb.com//title/tt0381270/
Bhagam Bhag,https://www.imdb.com//title/tt0805184/
Robert,https://www.imdb.com//title/tt4141368/
Head Count,https://www.imdb.com//title/tt7350614/
Prom Night III: The Last Kiss,https://www.imdb.com//title/tt0098136/
The End of Violence,https://www.imdb.com//title/tt0119062/
Rancho Deluxe,https://www.imdb.com//title/tt0073605/
Youth,https://www.imdb.com//title/tt6654316/
Forbidden Games,https://www.imdb.com//title/tt0043686/
On a Clear Day You Can See Forever,https://www.imdb.com//title/tt0066181/
Lovely Molly,https://www.imdb.com//title/tt1707392/
Darbar,https://www.imdb.com//title/tt9635540/
The Black Balloon,https://www.imdb.com//title/tt0865297/
Slightly Single in L.A.,https://www.imdb.com//title/tt1227931/
Pathfinder,https://www.imdb.com//title/tt0093668/
Flesh Gordon Meets the Cosmic Cheerleaders,https://www.imdb.com//title/tt0097365/
Aqua Teen Hunger Force Colon Movie Film for Theaters,https://www.imdb.com//title/tt0455326/
Age of Heroes,https://www.imdb.com//title/tt1590950/
The Fighting Kentuckian,https://www.imdb.com//title/tt0041361/
Lili,https://www.imdb.com//title/tt0046000/
The Three Lives of Thomasina,https://www.imdb.com//title/tt0057579/
Terror by Night,https://www.imdb.com//title/tt0039017/
A Good Marriage,https://www.imdb.com//title/tt0082053/
The Glass Bottom Boat,https://www.imdb.com//title/tt0060463/
Intruder in the Dust,https://www.imdb.com//title/tt0041513/
Dare,https://www.imdb.com//title/tt1241316/
Doc Savage: The Man of Bronze,https://www.imdb.com//title/tt0072886/
Cellar Dweller,https://www.imdb.com//title/tt0094850/
The Killer,https://www.imdb.com//title/tt5379294/
Straight A's,https://www.imdb.com//title/tt2024506/
Fun with Dick and Jane,https://www.imdb.com//title/tt0076059/
True Believer,https://www.imdb.com//title/tt0098524/
Theeb,https://www.imdb.com//title/tt3170902/
Fanged Up,https://www.imdb.com//title/tt5078886/
A Death in the Gunj,https://www.imdb.com//title/tt5918074/
Flying Swords of Dragon Gate,https://www.imdb.com//title/tt1686784/
Conversation Piece,https://www.imdb.com//title/tt0071585/
The Mule,https://www.imdb.com//title/tt2130270/
Samurai I: Musashi Miyamoto,https://www.imdb.com//title/tt0047444/
Losing Isaiah,https://www.imdb.com//title/tt0113691/
Goodbye to Language,https://www.imdb.com//title/tt2400275/
Une Femme Mariée,https://www.imdb.com//title/tt0058701/
Emo the Musical,https://www.imdb.com//title/tt5460068/
"Next Stop, Greenwich Village",https://www.imdb.com//title/tt0074963/
The Sasquatch Gang,https://www.imdb.com//title/tt0460925/
Ghost in the Graveyard,https://www.imdb.com//title/tt7124092/
The Gray Man,https://www.imdb.com//title/tt0478329/
The Fortune,https://www.imdb.com//title/tt0073008/
The Evil Eye,https://www.imdb.com//title/tt0057443/
Jamesy Boy,https://www.imdb.com//title/tt1673734/
Slasher Party,https://www.imdb.com//title/tt8236214/
Big Legend,https://www.imdb.com//title/tt6409762/
Night of Something Strange,https://www.imdb.com//title/tt3315380/
Taking Off,https://www.imdb.com//title/tt0067820/
People I Know,https://www.imdb.com//title/tt0274711/
Howling III,https://www.imdb.com//title/tt0093227/
The Violent Men,https://www.imdb.com//title/tt0048789/
Good Advice,https://www.imdb.com//title/tt0243931/
How to Beat the High Cost of Living,https://www.imdb.com//title/tt0080895/
Portrait of Jennie,https://www.imdb.com//title/tt0040705/
Travel Mates,https://www.imdb.com//title/tt7535792/
Kings of the Road,https://www.imdb.com//title/tt0073152/
36th Precinct,https://www.imdb.com//title/tt0390808/
The Dark Side of the Moon,https://www.imdb.com//title/tt0099364/
The Human Tornado,https://www.imdb.com//title/tt0074653/
Pokémon the Movie: The Power of Us,https://www.imdb.com//title/tt8108230/
Moon 44,https://www.imdb.com//title/tt0097910/
They Came to Cordura,https://www.imdb.com//title/tt0053351/
America America,https://www.imdb.com//title/tt0056825/
Kung-Fu Master!,https://www.imdb.com//title/tt0093371/
Let Us Prey,https://www.imdb.com//title/tt3148348/
That'll Be the Day,https://www.imdb.com//title/tt0070788/
"Bread, Love and Dreams",https://www.imdb.com//title/tt0046159/
Rurouni Kenshin Part III: The Legend Ends,https://www.imdb.com//title/tt3029556/
Feed,https://www.imdb.com//title/tt0445965/
The Class,https://www.imdb.com//title/tt0988108/
Altitude,https://www.imdb.com//title/tt1407049/
Dark Ride,https://www.imdb.com//title/tt0433963/
Phantasm IV: Oblivion,https://www.imdb.com//title/tt0138703/
Twin Sitters,https://www.imdb.com//title/tt0122768/
Ripley Under Ground,https://www.imdb.com//title/tt0219171/
The Testament of Dr. Mabuse,https://www.imdb.com//title/tt0023563/
The Marathon Family,https://www.imdb.com//title/tt0084302/
Arrhythmia,https://www.imdb.com//title/tt6952604/
State of Siege,https://www.imdb.com//title/tt0070959/
Hail Caesar,https://www.imdb.com//title/tt0109969/
Euphoria,https://www.imdb.com//title/tt7779590/
Captains Courageous,https://www.imdb.com//title/tt0028691/
That Night in Varennes,https://www.imdb.com//title/tt0084423/
The Manitou,https://www.imdb.com//title/tt0077904/
We Are Young. We Are Strong.,https://www.imdb.com//title/tt4076058/
Crazy People,https://www.imdb.com//title/tt0099316/
Final Prayer,https://www.imdb.com//title/tt2781832/
The Cat and the Canary,https://www.imdb.com//title/tt0031143/
The Mask of Fu Manchu,https://www.imdb.com//title/tt0023194/
Moontrap: Target Earth,https://www.imdb.com//title/tt3705822/
Air Doll,https://www.imdb.com//title/tt1371630/
1 Mile to You,https://www.imdb.com//title/tt2184233/
Aimee & Jaguar,https://www.imdb.com//title/tt0130444/
Malevolence,https://www.imdb.com//title/tt0388230/
The Chase,https://www.imdb.com//title/tt0038409/
Gandu,https://www.imdb.com//title/tt1841611/
Le Doulos,https://www.imdb.com//title/tt0054821/
Alien Hunter,https://www.imdb.com//title/tt0327409/
Thieves Like Us,https://www.imdb.com//title/tt0072274/
Kids in the Hall: Brain Candy,https://www.imdb.com//title/tt0116768/
The Myth of Fingerprints,https://www.imdb.com//title/tt0119746/
The Giant Spider Invasion,https://www.imdb.com//title/tt0073043/
Wilderness,https://www.imdb.com//title/tt0465670/
Itty Bitty Titty Committee,https://www.imdb.com//title/tt0496328/
Nameless Gangster: Rules of the Time,https://www.imdb.com//title/tt2082221/
Shotgun Stories,https://www.imdb.com//title/tt0952682/
Julia,https://www.imdb.com//title/tt0903627/
Magic Carpet Ride,https://www.imdb.com//title/tt0470883/
Innocent Voices,https://www.imdb.com//title/tt0387914/
Scream and Scream Again,https://www.imdb.com//title/tt0064949/
The Laughing Policeman,https://www.imdb.com//title/tt0070292/
I Remember Mama,https://www.imdb.com//title/tt0040458/
Sonsuz Ask,https://www.imdb.com//title/tt6690234/
Godzilla 2000,https://www.imdb.com//title/tt0188640/
Fluke,https://www.imdb.com//title/tt0113089/
Eva,https://www.imdb.com//title/tt1298554/
Vicious Lips,https://www.imdb.com//title/tt0163375/
The Future,https://www.imdb.com//title/tt1235170/
Gold,https://www.imdb.com//title/tt0071566/
A Wedding,https://www.imdb.com//title/tt0078481/
Fire,https://www.imdb.com//title/tt0116308/
As Far as My Feet Will Carry Me,https://www.imdb.com//title/tt0277327/
The World of Kanako,https://www.imdb.com//title/tt3108158/
Hitler: The Last Ten Days,https://www.imdb.com//title/tt0070184/
The Invisibles,https://www.imdb.com//title/tt5586052/
Motorama,https://www.imdb.com//title/tt0104922/
Thackeray,https://www.imdb.com//title/tt7777196/
Game of Death II,https://www.imdb.com//title/tt0076709/
Accident,https://www.imdb.com//title/tt0061328/
A Foreign Affair,https://www.imdb.com//title/tt0040367/
N.H 10,https://www.imdb.com//title/tt3742284/
Heart of Glass,https://www.imdb.com//title/tt0074626/
Theodore Rex,https://www.imdb.com//title/tt0114658/
The River,https://www.imdb.com//title/tt0043972/
Fatso,https://www.imdb.com//title/tt0080724/
Bikini Beach,https://www.imdb.com//title/tt0057887/
Summer 1993,https://www.imdb.com//title/tt5897636/
There Goes the Neighborhood,https://www.imdb.com//title/tt0105573/
Afterglow,https://www.imdb.com//title/tt0118566/
My Old Lady,https://www.imdb.com//title/tt2908856/
A Summer in Genoa,https://www.imdb.com//title/tt0791303/
Choke,https://www.imdb.com//title/tt11127256/
Young at Heart,https://www.imdb.com//title/tt0047688/
"Brutti, sporchi e cattivi",https://www.imdb.com//title/tt0074252/
Give My Regards to Broad Street,https://www.imdb.com//title/tt0087337/
Double Down,https://www.imdb.com//title/tt1561457/
Late Autumn,https://www.imdb.com//title/tt1542482/
Heart of Midnight,https://www.imdb.com//title/tt0095286/
Creepozoids,https://www.imdb.com//title/tt0092795/
Scissors,https://www.imdb.com//title/tt0102860/
Cahill U.S. Marshal,https://www.imdb.com//title/tt0069834/
April's Daughter,https://www.imdb.com//title/tt6397762/
Eye of the Devil,https://www.imdb.com//title/tt0061634/
The Harvest,https://www.imdb.com//title/tt2543336/
The Paradise Suite,https://www.imdb.com//title/tt4246894/
Friend Zone,https://www.imdb.com//title/tt9737688/
City Hunter,https://www.imdb.com//title/tt0103950/
Jack and the Beanstalk,https://www.imdb.com//title/tt1079968/
Life in a Fishbowl,https://www.imdb.com//title/tt2172554/
Meri Pyaari Bindu,https://www.imdb.com//title/tt5472374/
Unfinished Song,https://www.imdb.com//title/tt1047011/
The Hot Flashes,https://www.imdb.com//title/tt2201251/
Tanu Weds Manu,https://www.imdb.com//title/tt1694542/
Sherrybaby,https://www.imdb.com//title/tt0423169/
The Return of the Vampire,https://www.imdb.com//title/tt0037219/
Big Trouble,https://www.imdb.com//title/tt0090727/
Arthur & Merlin,https://www.imdb.com//title/tt4065340/
Light It Up,https://www.imdb.com//title/tt0172726/
Tubelight,https://www.imdb.com//title/tt5882970/
Gardens of the Night,https://www.imdb.com//title/tt0833960/
Madhouse,https://www.imdb.com//title/tt0093468/
Thevar Magan,https://www.imdb.com//title/tt0105575/
Love Is a Many-Splendored Thing,https://www.imdb.com//title/tt0048316/
The Magus,https://www.imdb.com//title/tt0063260/
Tall in the Saddle,https://www.imdb.com//title/tt0037343/
The Serpent's Egg,https://www.imdb.com//title/tt0076686/
Hells Angels on Wheels,https://www.imdb.com//title/tt0061758/
PT 109,https://www.imdb.com//title/tt0057393/
Oh! What a Lovely War,https://www.imdb.com//title/tt0064754/
The Advocate,https://www.imdb.com//title/tt0107146/
Senso,https://www.imdb.com//title/tt0047469/
House of Frankenstein,https://www.imdb.com//title/tt0036931/
Jiminy Glick in Lalawood,https://www.imdb.com//title/tt0347369/
Detective Dee: The Four Heavenly Kings,https://www.imdb.com//title/tt6869538/
Asterix and Obelix: Mansion of the Gods,https://www.imdb.com//title/tt3759416/
Reign of Assassins,https://www.imdb.com//title/tt1460743/
The War Lord,https://www.imdb.com//title/tt0059896/
The Weasel's Tale,https://www.imdb.com//title/tt8453986/
Pareeksha,https://www.imdb.com//title/tt10199974/
There Be Dragons,https://www.imdb.com//title/tt1316616/
Batman: Return of the Caped Crusaders,https://www.imdb.com//title/tt5973626/
The Boys Are Back,https://www.imdb.com//title/tt0926380/
The Giant Gila Monster,https://www.imdb.com//title/tt0052846/
The Man Who Saved the World,https://www.imdb.com//title/tt0182060/
Chalk It Up,https://www.imdb.com//title/tt3951732/
Sivas,https://www.imdb.com//title/tt3894344/
The Prize,https://www.imdb.com//title/tt0057426/
Eating Out: All You Can Eat,https://www.imdb.com//title/tt1472059/
Me and You,https://www.imdb.com//title/tt0378072/
Mister America,https://www.imdb.com//title/tt10579992/
The Stalking Moon,https://www.imdb.com//title/tt0065032/
Oteki Taraf,https://www.imdb.com//title/tt6213036/
Rabid Dogs,https://www.imdb.com//title/tt0071275/
14+,https://www.imdb.com//title/tt4427076/
14 Blades,https://www.imdb.com//title/tt1442571/
A Virgin Among the Living Dead,https://www.imdb.com//title/tt0066914/
23 Blast,https://www.imdb.com//title/tt2304459/
The Eye,https://www.imdb.com//title/tt0325655/
Our Mother's House,https://www.imdb.com//title/tt0062089/
Sinful,https://www.imdb.com//title/tt12283788/
"Rio, I Love You",https://www.imdb.com//title/tt1456606/
Go for It,https://www.imdb.com//title/tt0085601/
Queen of Outer Space,https://www.imdb.com//title/tt0052104/
Dark Habits,https://www.imdb.com//title/tt0085496/
12 Rounds 2: Reloaded,https://www.imdb.com//title/tt2317524/
Shadow Conspiracy,https://www.imdb.com//title/tt0120107/
Monkey Business,https://www.imdb.com//title/tt0022158/
The Quatermass Xperiment,https://www.imdb.com//title/tt0049646/
Ziegfeld Girl,https://www.imdb.com//title/tt0034415/
The Mambo Kings,https://www.imdb.com//title/tt0104802/
Nightwatching,https://www.imdb.com//title/tt0446750/
Heat,https://www.imdb.com//title/tt0093164/
Hands of Steel,https://www.imdb.com//title/tt0091166/
New Jersey Drive,https://www.imdb.com//title/tt0113967/
Hell's Kitchen,https://www.imdb.com//title/tt0129136/
Steins Gate the Movie: Load Region of Déjà vu,https://www.imdb.com//title/tt2967286/
Still Life,https://www.imdb.com//title/tt2395417/
Never Hike Alone,https://www.imdb.com//title/tt5719786/
Devil's Due,https://www.imdb.com//title/tt2752758/
Angel,https://www.imdb.com//title/tt0783767/
Losers' Club,https://www.imdb.com//title/tt1808223/
Politics,https://www.imdb.com//title/tt1291465/
Ruin Me,https://www.imdb.com//title/tt4807272/
Sanam Re,https://www.imdb.com//title/tt4262516/
Zana,https://www.imdb.com//title/tt6463320/
Two Thousand Maniacs!,https://www.imdb.com//title/tt0058694/
Witchery,https://www.imdb.com//title/tt0096453/
Guns of the Magnificent Seven,https://www.imdb.com//title/tt0064395/
The Bachelors,https://www.imdb.com//title/tt5253282/
Letters to God,https://www.imdb.com//title/tt1462054/
The Song,https://www.imdb.com//title/tt2517044/
Dangerously Close,https://www.imdb.com//title/tt0090904/
"Slap Her, She's French!",https://www.imdb.com//title/tt0187512/
Green Street 3: Never Back Down,https://www.imdb.com//title/tt2628316/
The Naked Spur,https://www.imdb.com//title/tt0044953/
Speech & Debate,https://www.imdb.com//title/tt4843344/
Clockwise,https://www.imdb.com//title/tt0090852/
On the Beach at Night Alone,https://www.imdb.com//title/tt6412864/
Post Tenebras Lux,https://www.imdb.com//title/tt1754367/
"The Long, Long Trailer",https://www.imdb.com//title/tt0047191/
Jigoku,https://www.imdb.com//title/tt0154683/
A Handful of Dust,https://www.imdb.com//title/tt0095274/
"The Night Is Short, Walk on Girl",https://www.imdb.com//title/tt6335734/
Who Finds a Friend Finds a Treasure,https://www.imdb.com//title/tt0085327/
Ek Tha Tiger,https://www.imdb.com//title/tt2016894/
Evil Ed,https://www.imdb.com//title/tt0116247/
Anti-Social,https://www.imdb.com//title/tt3475596/
Motherhood,https://www.imdb.com//title/tt1220220/
Mahler,https://www.imdb.com//title/tt0071797/
The Facility,https://www.imdb.com//title/tt1650044/
Hotel Salvation,https://www.imdb.com//title/tt5997928/
Ankhon Dekhi,https://www.imdb.com//title/tt3614516/
Mao's Last Dancer,https://www.imdb.com//title/tt1071812/
The Lost World,https://www.imdb.com//title/tt0104759/
Landline,https://www.imdb.com//title/tt5737862/
Change of Habit,https://www.imdb.com//title/tt0065537/
Hurricane Bianca,https://www.imdb.com//title/tt4007248/
Inspector Clouseau,https://www.imdb.com//title/tt0063135/
800 Bullets,https://www.imdb.com//title/tt0292886/
Dirt,https://www.imdb.com//title/tt5691084/
"No Date, No Signature",https://www.imdb.com//title/tt6207878/
Wrong,https://www.imdb.com//title/tt1901040/
The Mysteries of Pittsburgh,https://www.imdb.com//title/tt0768218/
The Samaritan,https://www.imdb.com//title/tt1867093/
Horror Story,https://www.imdb.com//title/tt3177332/
Rangeela,https://www.imdb.com//title/tt0114234/
The Edukators,https://www.imdb.com//title/tt0408777/
Wrong Is Right,https://www.imdb.com//title/tt0084920/
The Wings of Eagles,https://www.imdb.com//title/tt0051198/
There's No Business Like Show Business,https://www.imdb.com//title/tt0047574/
The Wax Mask,https://www.imdb.com//title/tt0119588/
Born Yesterday,https://www.imdb.com//title/tt0042276/
Kid Galahad,https://www.imdb.com//title/tt0056138/
The Wing or The Thigh?,https://www.imdb.com//title/tt0074103/
Shanghai Surprise,https://www.imdb.com//title/tt0091934/
Hoodwinked Too! Hood vs. Evil,https://www.imdb.com//title/tt0844993/
Küçük Esnaf,https://www.imdb.com//title/tt5535942/
Happy Accidents,https://www.imdb.com//title/tt0208196/
Namaste England,https://www.imdb.com//title/tt7607940/
The Locusts,https://www.imdb.com//title/tt0119557/
An Impossible Love,https://www.imdb.com//title/tt8260226/
Tough Guys Don't Dance,https://www.imdb.com//title/tt0094169/
Jing wu feng yun: Chen Zhen,https://www.imdb.com//title/tt1456661/
Quién te cantará,https://www.imdb.com//title/tt6485304/
City Limits,https://www.imdb.com//title/tt0088925/
The Barn,https://www.imdb.com//title/tt3390550/
In July,https://www.imdb.com//title/tt0177858/
The Specials,https://www.imdb.com//title/tt0181836/
I'm Your Hero,https://www.imdb.com//title/tt2762334/
Kanpuriye,https://www.imdb.com//title/tt9766310/
Journey Into Fear,https://www.imdb.com//title/tt0034922/
Monster Family,https://www.imdb.com//title/tt6572702/
Waterland,https://www.imdb.com//title/tt0105790/
Abattoir,https://www.imdb.com//title/tt1480285/
Like Crazy,https://www.imdb.com//title/tt4621872/
The Spirit of St. Louis,https://www.imdb.com//title/tt0051003/
"If I Want to Whistle, I Whistle",https://www.imdb.com//title/tt1590024/
X: The Man with the X-Ray Eyes,https://www.imdb.com//title/tt0057693/
The Unseen,https://www.imdb.com//title/tt0083261/
The End of Love,https://www.imdb.com//title/tt1827578/
Boy Culture,https://www.imdb.com//title/tt0433350/
Gus,https://www.imdb.com//title/tt0074599/
Limit,https://www.imdb.com//title/tt0022080/
Mythica: The Iron Crown,https://www.imdb.com//title/tt5456798/
"God Exists, Her Name Is Petrunya",https://www.imdb.com//title/tt8054608/
C/o Kancharapalem,https://www.imdb.com//title/tt7391996/
Manikarnika: The Queen of Jhansi,https://www.imdb.com//title/tt6903440/
Phir Hera Pheri,https://www.imdb.com//title/tt0419058/
Young & Wild,https://www.imdb.com//title/tt2125698/
Monkey King: Hero Is Back,https://www.imdb.com//title/tt4644382/
Railroad Tigers,https://www.imdb.com//title/tt4687848/
Blackmail,https://www.imdb.com//title/tt0019702/
Viola di mare,https://www.imdb.com//title/tt1467306/
Our Man in Havana,https://www.imdb.com//title/tt0054152/
Detective Chinatown 2,https://www.imdb.com//title/tt7752454/
Robot Monster,https://www.imdb.com//title/tt0046248/
Blood,https://www.imdb.com//title/tt2078552/
Deadbeat at Dawn,https://www.imdb.com//title/tt0099377/
Night Train to Terror,https://www.imdb.com//title/tt0087798/
The Bridge,https://www.imdb.com//title/tt0052654/
Beautiful Lies,https://www.imdb.com//title/tt1529569/
Maybe Baby,https://www.imdb.com//title/tt0206926/
Alien Arrival,https://www.imdb.com//title/tt3013160/
Terror Firmer,https://www.imdb.com//title/tt0169299/
Collision,https://www.imdb.com//title/tt1680123/
Mrs. Lowry and Son,https://www.imdb.com//title/tt7590074/
A Matador's Mistress,https://www.imdb.com//title/tt0491046/
Dr. Jekyll and Ms. Hyde,https://www.imdb.com//title/tt0112895/
Tickle Me,https://www.imdb.com//title/tt0056585/
Tentacles,https://www.imdb.com//title/tt0076809/
Sweetwater,https://www.imdb.com//title/tt2224004/
Shootfighter: Fight to the Death,https://www.imdb.com//title/tt0105395/
Avalon,https://www.imdb.com//title/tt0267287/
The Cake General,https://www.imdb.com//title/tt6889032/
Country,https://www.imdb.com//title/tt0087091/
Robinson Crusoe on Mars,https://www.imdb.com//title/tt0058530/
The Golem,https://www.imdb.com//title/tt0011237/
Friendship,https://www.imdb.com//title/tt1185420/
Four Against the Bank,https://www.imdb.com//title/tt5173166/
Secret Ceremony,https://www.imdb.com//title/tt0063571/
Spontaneous Combustion,https://www.imdb.com//title/tt0098375/
1990: The Bronx Warriors,https://www.imdb.com//title/tt0085124/
Five Deadly Venoms,https://www.imdb.com//title/tt0077559/
The Toybox,https://www.imdb.com//title/tt6053472/
Breakout,https://www.imdb.com//title/tt0072737/
Body Parts,https://www.imdb.com//title/tt0101492/
Nightmares,https://www.imdb.com//title/tt0086014/
The Wizard of Gore,https://www.imdb.com//title/tt0066578/
Saheb Biwi Aur Gangster,https://www.imdb.com//title/tt2073070/
Vive L'Amour,https://www.imdb.com//title/tt0109066/
Lake Bodom,https://www.imdb.com//title/tt3743042/
We All Loved Each Other So Much,https://www.imdb.com//title/tt0075793/
Boys Town,https://www.imdb.com//title/tt0029942/
The Monolith Monsters,https://www.imdb.com//title/tt0050720/
Sergeant Rutledge,https://www.imdb.com//title/tt0054292/
Tombs of the Blind Dead,https://www.imdb.com//title/tt0067500/
Othello,https://www.imdb.com//title/tt0059555/
Aenigma,https://www.imdb.com//title/tt0092516/
Toolbox Murders,https://www.imdb.com//title/tt0367153/
Penguin Highway,https://www.imdb.com//title/tt8076344/
Speechless,https://www.imdb.com//title/tt0111256/
Big Brother,https://www.imdb.com//title/tt7336572/
Delicacy,https://www.imdb.com//title/tt1828995/
Casa Grande,https://www.imdb.com//title/tt3474994/
The Deadly Affair,https://www.imdb.com//title/tt0061556/
The Couch Trip,https://www.imdb.com//title/tt0094910/
Beautiful Creatures,https://www.imdb.com//title/tt0221889/
The Devil's Carnival,https://www.imdb.com//title/tt2204379/
Frankenstein Meets the Wolf Man,https://www.imdb.com//title/tt0035899/
Wild River,https://www.imdb.com//title/tt0054476/
Cousins,https://www.imdb.com//title/tt0097116/
Shell,https://www.imdb.com//title/tt2088893/
The Child,https://www.imdb.com//title/tt0456396/
The Day the Earth Caught Fire,https://www.imdb.com//title/tt0054790/
Female Fight Squad,https://www.imdb.com//title/tt5153860/
Tehran Taboo,https://www.imdb.com//title/tt5584796/
Cha no aji,https://www.imdb.com//title/tt0413893/
Blood Diner,https://www.imdb.com//title/tt0092669/
Jalla! Jalla!,https://www.imdb.com//title/tt0269389/
The Big Bang,https://www.imdb.com//title/tt1307873/
Hurlyburly,https://www.imdb.com//title/tt0119336/
Homicide,https://www.imdb.com//title/tt0102048/
The 101-Year-Old Man Who Skipped Out on the Bill and Disappeared,https://www.imdb.com//title/tt4940370/
The Machine Girl,https://www.imdb.com//title/tt1050160/
Open Season 3,https://www.imdb.com//title/tt1646926/
All Things to All Men,https://www.imdb.com//title/tt2095568/
Je t'aime moi non plus,https://www.imdb.com//title/tt0073196/
Fast Company,https://www.imdb.com//title/tt0079138/
Next of Kin,https://www.imdb.com//title/tt0084408/
The Forger,https://www.imdb.com//title/tt1368858/
Rosetta,https://www.imdb.com//title/tt0200071/
The Sterile Cuckoo,https://www.imdb.com//title/tt0065037/
Baar Baar Dekho,https://www.imdb.com//title/tt5197544/
Ashens and the Quest for the Gamechild,https://www.imdb.com//title/tt2902898/
China Girl,https://www.imdb.com//title/tt0092751/
The Secrets,https://www.imdb.com//title/tt0782867/
Death Laid an Egg,https://www.imdb.com//title/tt0061994/
Bluebeard,https://www.imdb.com//title/tt6599340/
Beau Geste,https://www.imdb.com//title/tt0031088/
Fear X,https://www.imdb.com//title/tt0289944/
Standing Still,https://www.imdb.com//title/tt0360016/
Ayyappanum Koshiyum,https://www.imdb.com//title/tt11322920/
Amer,https://www.imdb.com//title/tt1426352/
Funny Money,https://www.imdb.com//title/tt0244521/
Maayavan,https://www.imdb.com//title/tt7221634/
Outsourced,https://www.imdb.com//title/tt0425326/
Spymate,https://www.imdb.com//title/tt0367088/
Summer of '92,https://www.imdb.com//title/tt2378830/
Bachelor Mother,https://www.imdb.com//title/tt0031067/
Rebound,https://www.imdb.com//title/tt0376108/
City of Industry,https://www.imdb.com//title/tt0118859/
Ulzana's Raid,https://www.imdb.com//title/tt0069436/
The Exorcism of Molly Hartley,https://www.imdb.com//title/tt3800796/
